Agency,variable,value,binary
Department of the Interior,Live,86,No
Department of the Interior,Redirect,7,No
Department of the Interior,Strictly Forces HTTPS,2,No
Department of the Interior,Valid HTTPS,24,No
Department of the Treasury,Broken Root,15,No
Department of the Treasury,Broken WWW,9,No
Department of the Treasury,Defaults to HTTPS,18,No
Department of the Treasury,Downgrades HTTPS,3,No
Department of the Treasury,HSTS,0,No
Department of the Treasury,HSTS All Subdomains,0,No
Department of the Treasury,HSTS Preload Ready,0,No
Department of the Treasury,HTTPS Bad Chain,41,No
Department of the Treasury,HTTPS Bad Hostname,0,No
Department of the Treasury,Live,87,No
Department of the Treasury,Redirect,12,No
Department of the Treasury,Strictly Forces HTTPS,21,No
Department of the Treasury,Valid HTTPS,16,No
Director of National Intelligence,Broken Root,6,No
Director of National Intelligence,Broken WWW,3,No
Director of National Intelligence,Defaults to HTTPS,0,No
Director of National Intelligence,Downgrades HTTPS,0,No
Director of National Intelligence,HSTS,0,No
Director of National Intelligence,HSTS All Subdomains,0,No
Director of National Intelligence,HSTS Preload Ready,0,No
Director of National Intelligence,HTTPS Bad Chain,4,No
Director of National Intelligence,HTTPS Bad Hostname,0,No
Director of National Intelligence,Live,12,No
Director of National Intelligence,Redirect,1,No
Director of National Intelligence,Strictly Forces HTTPS,1,No
Director of National Intelligence,Valid HTTPS,2,No
Environmental Protection Agency,Broken Root,4,No
Environmental Protection Agency,Broken WWW,0,No
Environmental Protection Agency,Defaults to HTTPS,1,No
Environmental Protection Agency,Downgrades HTTPS,0,No
Environmental Protection Agency,HSTS,0,No
Environmental Protection Agency,HSTS All Subdomains,0,No
Environmental Protection Agency,HSTS Preload Ready,0,No
Environmental Protection Agency,HTTPS Bad Chain,3,No
Environmental Protection Agency,HTTPS Bad Hostname,0,No
Environmental Protection Agency,Live,17,No
Environmental Protection Agency,Redirect,3,No
Environmental Protection Agency,Strictly Forces HTTPS,1,No
Environmental Protection Agency,Valid HTTPS,2,No
Equal Employment Opportunity Commission,Broken Root,0,No
Equal Employment Opportunity Commission,Broken WWW,0,No
Equal Employment Opportunity Commission,Defaults to HTTPS,0,No
Equal Employment Opportunity Commission,Downgrades HTTPS,0,No
Equal Employment Opportunity Commission,HSTS,0,No
Equal Employment Opportunity Commission,HSTS All Subdomains,0,No
Equal Employment Opportunity Commission,HSTS Preload Ready,0,No
Equal Employment Opportunity Commission,HTTPS Bad Chain,0,No
Equal Employment Opportunity Commission,HTTPS Bad Hostname,0,No
Equal Employment Opportunity Commission,Live,1,No
Equal Employment Opportunity Commission,Redirect,0,No
Equal Employment Opportunity Commission,Strictly Forces HTTPS,0,No
Equal Employment Opportunity Commission,Valid HTTPS,0,No
Executive Office of the President,Broken Root,3,No
Executive Office of the President,Broken WWW,2,No
Executive Office of the President,Defaults to HTTPS,6,No
Executive Office of the President,Downgrades HTTPS,1,No
Executive Office of the President,HSTS,10,No
Executive Office of the President,HSTS All Subdomains,9,No
Executive Office of the President,HSTS Preload Ready,7,No
Executive Office of the President,HTTPS Bad Chain,3,No
Executive Office of the President,HTTPS Bad Hostname,0,No
Executive Office of the President,Live,31,No
Executive Office of the President,Redirect,19,No
Executive Office of the President,Strictly Forces HTTPS,8,No
Executive Office of the President,Valid HTTPS,22,No
Export/Import Bank of the U.S.,Broken Root,1,No
Export/Import Bank of the U.S.,Broken WWW,0,No
Export/Import Bank of the U.S.,Defaults to HTTPS,0,No
Export/Import Bank of the U.S.,Downgrades HTTPS,0,No
Export/Import Bank of the U.S.,HSTS,0,No
Export/Import Bank of the U.S.,HSTS All Subdomains,0,No
Export/Import Bank of the U.S.,HSTS Preload Ready,0,No
Export/Import Bank of the U.S.,HTTPS Bad Chain,0,No
Export/Import Bank of the U.S.,HTTPS Bad Hostname,0,No
Export/Import Bank of the U.S.,Live,2,No
Export/Import Bank of the U.S.,Redirect,0,No
Export/Import Bank of the U.S.,Strictly Forces HTTPS,0,No
Export/Import Bank of the U.S.,Valid HTTPS,0,No
Farm Credit Administration,Broken Root,0,No
Farm Credit Administration,Broken WWW,0,No
Farm Credit Administration,Defaults to HTTPS,0,No
Farm Credit Administration,Downgrades HTTPS,0,No
Farm Credit Administration,HSTS,0,No
Farm Credit Administration,HSTS All Subdomains,0,No
Farm Credit Administration,HSTS Preload Ready,0,No
Farm Credit Administration,HTTPS Bad Chain,0,No
Farm Credit Administration,HTTPS Bad Hostname,0,No
Farm Credit Administration,Live,2,No
Farm Credit Administration,Redirect,0,No
Farm Credit Administration,Strictly Forces HTTPS,0,No
Farm Credit Administration,Valid HTTPS,1,No
Federal Communications Commission,Broken Root,0,No
Federal Communications Commission,Broken WWW,0,No
Federal Communications Commission,Defaults to HTTPS,0,No
Federal Communications Commission,Downgrades HTTPS,0,No
Federal Communications Commission,HSTS,0,No
Federal Communications Commission,HSTS All Subdomains,0,No
Federal Communications Commission,HSTS Preload Ready,0,No
Federal Communications Commission,HTTPS Bad Chain,2,No
Federal Communications Commission,HTTPS Bad Hostname,0,No
Federal Communications Commission,Live,8,No
Federal Communications Commission,Redirect,4,No
Federal Communications Commission,Strictly Forces HTTPS,1,No
Federal Communications Commission,Valid HTTPS,0,No
Federal Deposit Insurance Corporation,Broken Root,2,No
Federal Deposit Insurance Corporation,Broken WWW,0,No
Federal Deposit Insurance Corporation,Defaults to HTTPS,2,No
Federal Deposit Insurance Corporation,Downgrades HTTPS,0,No
Federal Deposit Insurance Corporation,HSTS,0,No
Federal Deposit Insurance Corporation,HSTS All Subdomains,0,No
Federal Deposit Insurance Corporation,HSTS Preload Ready,0,No
Federal Deposit Insurance Corporation,HTTPS Bad Chain,1,No
Federal Deposit Insurance Corporation,HTTPS Bad Hostname,0,No
Federal Deposit Insurance Corporation,Live,10,No
Federal Deposit Insurance Corporation,Redirect,1,No
Federal Deposit Insurance Corporation,Strictly Forces HTTPS,3,No
Federal Deposit Insurance Corporation,Valid HTTPS,2,No
Federal Elections Commission,Broken Root,0,No
Federal Elections Commission,Broken WWW,0,No
Federal Elections Commission,Defaults to HTTPS,0,No
Federal Elections Commission,Downgrades HTTPS,0,No
Federal Elections Commission,HSTS,0,No
Federal Elections Commission,HSTS All Subdomains,0,No
Federal Elections Commission,HSTS Preload Ready,0,No
Federal Elections Commission,HTTPS Bad Chain,0,No
Federal Elections Commission,HTTPS Bad Hostname,0,No
Federal Elections Commission,Live,1,No
Federal Elections Commission,Redirect,0,No
Federal Elections Commission,Strictly Forces HTTPS,0,No
Federal Elections Commission,Valid HTTPS,0,No
Federal Energy Regulatory Commission,Broken Root,0,No
Federal Energy Regulatory Commission,Broken WWW,0,No
Federal Energy Regulatory Commission,Defaults to HTTPS,0,No
Federal Energy Regulatory Commission,Downgrades HTTPS,0,No
Federal Energy Regulatory Commission,HSTS,0,No
Federal Energy Regulatory Commission,HSTS All Subdomains,0,No
Federal Energy Regulatory Commission,HSTS Preload Ready,0,No
Federal Energy Regulatory Commission,HTTPS Bad Chain,1,No
Federal Energy Regulatory Commission,HTTPS Bad Hostname,0,No
Federal Energy Regulatory Commission,Live,2,No
Federal Energy Regulatory Commission,Redirect,0,No
Federal Energy Regulatory Commission,Strictly Forces HTTPS,0,No
Federal Energy Regulatory Commission,Valid HTTPS,0,No
Federal Housing Finance Agency,Broken Root,2,No
Federal Housing Finance Agency,Broken WWW,1,No
Federal Housing Finance Agency,Defaults to HTTPS,0,No
Federal Housing Finance Agency,Downgrades HTTPS,1,No
Federal Housing Finance Agency,HSTS,0,No
Federal Housing Finance Agency,HSTS All Subdomains,0,No
Federal Housing Finance Agency,HSTS Preload Ready,0,No
Federal Housing Finance Agency,HTTPS Bad Chain,0,No
Federal Housing Finance Agency,HTTPS Bad Hostname,0,No
Federal Housing Finance Agency,Live,3,No
Federal Housing Finance Agency,Redirect,0,No
Federal Housing Finance Agency,Strictly Forces HTTPS,0,No
Federal Housing Finance Agency,Valid HTTPS,1,No
Federal Housing Finance Agency Office of Inspector General,Broken Root,0,No
Federal Housing Finance Agency Office of Inspector General,Broken WWW,0,No
Federal Housing Finance Agency Office of Inspector General,Defaults to HTTPS,1,No
Federal Housing Finance Agency Office of Inspector General,Downgrades HTTPS,0,No
Federal Housing Finance Agency Office of Inspector General,HSTS,0,No
Federal Housing Finance Agency Office of Inspector General,HSTS All Subdomains,0,No
Federal Housing Finance Agency Office of Inspector General,HSTS Preload Ready,0,No
Federal Housing Finance Agency Office of Inspector General,HTTPS Bad Chain,1,No
Federal Housing Finance Agency Office of Inspector General,HTTPS Bad Hostname,0,No
Federal Housing Finance Agency Office of Inspector General,Live,1,No
Federal Housing Finance Agency Office of Inspector General,Redirect,0,No
Federal Housing Finance Agency Office of Inspector General,Strictly Forces HTTPS,1,No
Federal Housing Finance Agency Office of Inspector General,Valid HTTPS,0,No
Federal Labor Relations Authority,Broken Root,0,No
Federal Labor Relations Authority,Broken WWW,0,No
Federal Labor Relations Authority,Defaults to HTTPS,0,No
Federal Labor Relations Authority,Downgrades HTTPS,0,No
Federal Labor Relations Authority,HSTS,0,No
Federal Labor Relations Authority,HSTS All Subdomains,0,No
Federal Labor Relations Authority,HSTS Preload Ready,0,No
Federal Labor Relations Authority,HTTPS Bad Chain,1,No
Federal Labor Relations Authority,HTTPS Bad Hostname,0,No
Federal Labor Relations Authority,Live,1,No
Federal Labor Relations Authority,Redirect,0,No
Federal Labor Relations Authority,Strictly Forces HTTPS,0,No
Federal Labor Relations Authority,Valid HTTPS,0,No
Federal Maritime Commission,Broken Root,0,No
Federal Maritime Commission,Broken WWW,0,No
Federal Maritime Commission,Defaults to HTTPS,0,No
Federal Maritime Commission,Downgrades HTTPS,0,No
Federal Maritime Commission,HSTS,0,No
Federal Maritime Commission,HSTS All Subdomains,0,No
Federal Maritime Commission,HSTS Preload Ready,0,No
Federal Maritime Commission,HTTPS Bad Chain,0,No
Federal Maritime Commission,HTTPS Bad Hostname,0,No
Federal Maritime Commission,Live,1,No
Federal Maritime Commission,Redirect,0,No
Federal Maritime Commission,Strictly Forces HTTPS,0,No
Federal Maritime Commission,Valid HTTPS,0,No
Federal Mediation and Conciliation Service,Broken Root,0,No
Federal Mediation and Conciliation Service,Broken WWW,0,No
Federal Mediation and Conciliation Service,Defaults to HTTPS,0,No
Federal Mediation and Conciliation Service,Downgrades HTTPS,1,No
Federal Mediation and Conciliation Service,HSTS,0,No
Federal Mediation and Conciliation Service,HSTS All Subdomains,0,No
Federal Mediation and Conciliation Service,HSTS Preload Ready,0,No
Federal Mediation and Conciliation Service,HTTPS Bad Chain,0,No
Federal Mediation and Conciliation Service,HTTPS Bad Hostname,0,No
Federal Mediation and Conciliation Service,Live,1,No
Federal Mediation and Conciliation Service,Redirect,0,No
Federal Mediation and Conciliation Service,Strictly Forces HTTPS,0,No
Federal Mediation and Conciliation Service,Valid HTTPS,1,No
Federal Reserve System,Broken Root,10,No
Federal Reserve System,Broken WWW,6,No
Federal Reserve System,Defaults to HTTPS,1,No
Federal Reserve System,Downgrades HTTPS,1,No
Federal Reserve System,HSTS,0,No
Federal Reserve System,HSTS All Subdomains,0,No
Federal Reserve System,HSTS Preload Ready,0,No
Federal Reserve System,HTTPS Bad Chain,1,No
Federal Reserve System,HTTPS Bad Hostname,0,No
Federal Reserve System,Live,8,No
Federal Reserve System,Redirect,0,No
Federal Reserve System,Strictly Forces HTTPS,1,No
Federal Reserve System,Valid HTTPS,5,No
Federal Retirement Thrift Investment Board,Broken Root,2,No
Federal Retirement Thrift Investment Board,Broken WWW,0,No
Federal Retirement Thrift Investment Board,Defaults to HTTPS,1,No
Federal Retirement Thrift Investment Board,Downgrades HTTPS,0,No
Federal Retirement Thrift Investment Board,HSTS,0,No
Federal Retirement Thrift Investment Board,HSTS All Subdomains,0,No
Federal Retirement Thrift Investment Board,HSTS Preload Ready,0,No
Federal Retirement Thrift Investment Board,HTTPS Bad Chain,1,No
Federal Retirement Thrift Investment Board,HTTPS Bad Hostname,0,No
Federal Retirement Thrift Investment Board,Live,5,No
Federal Retirement Thrift Investment Board,Redirect,0,No
Federal Retirement Thrift Investment Board,Strictly Forces HTTPS,2,No
Federal Retirement Thrift Investment Board,Valid HTTPS,1,No
Federal Trade Commission,Broken Root,4,No
Federal Trade Commission,Broken WWW,3,No
Federal Trade Commission,Defaults to HTTPS,6,No
Federal Trade Commission,Downgrades HTTPS,0,No
Federal Trade Commission,HSTS,4,No
Federal Trade Commission,HSTS All Subdomains,4,No
Federal Trade Commission,HSTS Preload Ready,4,No
Federal Trade Commission,HTTPS Bad Chain,2,No
Federal Trade Commission,HTTPS Bad Hostname,0,No
Federal Trade Commission,Live,22,No
Federal Trade Commission,Redirect,7,No
Federal Trade Commission,Strictly Forces HTTPS,6,No
Federal Trade Commission,Valid HTTPS,12,No
General Services Administration,Broken Root,13,No
General Services Administration,Broken WWW,12,No
General Services Administration,Defaults to HTTPS,29,No
General Services Administration,Downgrades HTTPS,16,No
General Services Administration,HSTS,5,No
General Services Administration,HSTS All Subdomains,5,No
General Services Administration,HSTS Preload Ready,5,No
General Services Administration,HTTPS Bad Chain,42,No
General Services Administration,HTTPS Bad Hostname,0,No
General Services Administration,Live,93,No
General Services Administration,Redirect,31,No
General Services Administration,Strictly Forces HTTPS,28,No
General Services Administration,Valid HTTPS,39,No
Government Printing Office,Broken Root,10,No
Government Printing Office,Broken WWW,1,No
Government Printing Office,Defaults to HTTPS,1,No
Government Printing Office,Downgrades HTTPS,0,No
Government Printing Office,HSTS,1,No
Government Printing Office,HSTS All Subdomains,1,No
Government Printing Office,HSTS Preload Ready,1,No
Government Printing Office,HTTPS Bad Chain,0,No
Government Printing Office,HTTPS Bad Hostname,0,No
Government Printing Office,Live,23,No
Government Printing Office,Redirect,9,No
Government Printing Office,Strictly Forces HTTPS,0,No
Government Printing Office,Valid HTTPS,3,No
Harry S. Truman Scholarship Foundation,Broken Root,0,No
Harry S. Truman Scholarship Foundation,Broken WWW,0,No
Harry S. Truman Scholarship Foundation,Defaults to HTTPS,0,No
Harry S. Truman Scholarship Foundation,Downgrades HTTPS,0,No
Harry S. Truman Scholarship Foundation,HSTS,0,No
Harry S. Truman Scholarship Foundation,HSTS All Subdomains,0,No
Harry S. Truman Scholarship Foundation,HSTS Preload Ready,0,No
Harry S. Truman Scholarship Foundation,HTTPS Bad Chain,1,No
Harry S. Truman Scholarship Foundation,HTTPS Bad Hostname,0,No
Harry S. Truman Scholarship Foundation,Live,1,No
Harry S. Truman Scholarship Foundation,Redirect,0,No
Harry S. Truman Scholarship Foundation,Strictly Forces HTTPS,0,No
Harry S. Truman Scholarship Foundation,Valid HTTPS,0,No
Indian Affairs,Broken Root,65,No
Indian Affairs,Broken WWW,52,No
Indian Affairs,Defaults to HTTPS,1,No
Indian Affairs,Downgrades HTTPS,4,No
Indian Affairs,HSTS,1,No
Indian Affairs,HSTS All Subdomains,1,No
Indian Affairs,HSTS Preload Ready,0,No
Indian Affairs,HTTPS Bad Chain,61,No
Indian Affairs,HTTPS Bad Hostname,0,No
Indian Affairs,Live,118,No
Indian Affairs,Redirect,12,No
Indian Affairs,Strictly Forces HTTPS,10,No
Indian Affairs,Valid HTTPS,14,No
Institute of Museum and Library Services,Broken Root,0,No
Institute of Museum and Library Services,Broken WWW,0,No
Institute of Museum and Library Services,Defaults to HTTPS,0,No
Institute of Museum and Library Services,Downgrades HTTPS,0,No
Institute of Museum and Library Services,HSTS,0,No
Institute of Museum and Library Services,HSTS All Subdomains,0,No
Institute of Museum and Library Services,HSTS Preload Ready,0,No
Institute of Museum and Library Services,HTTPS Bad Chain,0,No
Institute of Museum and Library Services,HTTPS Bad Hostname,0,No
Institute of Museum and Library Services,Live,1,No
Institute of Museum and Library Services,Redirect,0,No
Institute of Museum and Library Services,Strictly Forces HTTPS,0,No
Institute of Museum and Library Services,Valid HTTPS,0,No
Inter-American Foundation,Broken Root,0,No
Inter-American Foundation,Broken WWW,0,No
Inter-American Foundation,Defaults to HTTPS,0,No
Inter-American Foundation,Downgrades HTTPS,0,No
Inter-American Foundation,HSTS,0,No
Inter-American Foundation,HSTS All Subdomains,0,No
Inter-American Foundation,HSTS Preload Ready,0,No
Inter-American Foundation,HTTPS Bad Chain,0,No
Inter-American Foundation,HTTPS Bad Hostname,0,No
Inter-American Foundation,Live,1,No
Inter-American Foundation,Redirect,0,No
Inter-American Foundation,Strictly Forces HTTPS,0,No
Inter-American Foundation,Valid HTTPS,0,No
International Broadcasting Bureau,Broken Root,0,No
International Broadcasting Bureau,Broken WWW,0,No
International Broadcasting Bureau,Defaults to HTTPS,0,No
International Broadcasting Bureau,Downgrades HTTPS,0,No
International Broadcasting Bureau,HSTS,0,No
International Broadcasting Bureau,HSTS All Subdomains,0,No
International Broadcasting Bureau,HSTS Preload Ready,0,No
International Broadcasting Bureau,HTTPS Bad Chain,3,No
International Broadcasting Bureau,HTTPS Bad Hostname,0,No
International Broadcasting Bureau,Live,3,No
International Broadcasting Bureau,Redirect,2,No
International Broadcasting Bureau,Strictly Forces HTTPS,0,No
International Broadcasting Bureau,Valid HTTPS,0,No
James Madison Memorial Fellowship Foundation,Broken Root,0,No
James Madison Memorial Fellowship Foundation,Broken WWW,0,No
James Madison Memorial Fellowship Foundation,Defaults to HTTPS,0,No
James Madison Memorial Fellowship Foundation,Downgrades HTTPS,0,No
James Madison Memorial Fellowship Foundation,HSTS,0,No
James Madison Memorial Fellowship Foundation,HSTS All Subdomains,0,No
James Madison Memorial Fellowship Foundation,HSTS Preload Ready,0,No
James Madison Memorial Fellowship Foundation,HTTPS Bad Chain,1,No
James Madison Memorial Fellowship Foundation,HTTPS Bad Hostname,0,No
James Madison Memorial Fellowship Foundation,Live,1,No
James Madison Memorial Fellowship Foundation,Redirect,0,No
James Madison Memorial Fellowship Foundation,Strictly Forces HTTPS,0,No
James Madison Memorial Fellowship Foundation,Valid HTTPS,0,No
Legal Services Corporation,Broken Root,0,No
Legal Services Corporation,Broken WWW,0,No
Legal Services Corporation,Defaults to HTTPS,0,No
Legal Services Corporation,Downgrades HTTPS,0,No
Legal Services Corporation,HSTS,0,No
Legal Services Corporation,HSTS All Subdomains,0,No
Legal Services Corporation,HSTS Preload Ready,0,No
Legal Services Corporation,HTTPS Bad Chain,1,No
Legal Services Corporation,HTTPS Bad Hostname,0,No
Legal Services Corporation,Live,1,No
Legal Services Corporation,Redirect,0,No
Legal Services Corporation,Strictly Forces HTTPS,0,No
Legal Services Corporation,Valid HTTPS,0,No
Library of Congress,Broken Root,3,No
Library of Congress,Broken WWW,3,No
Library of Congress,Defaults to HTTPS,1,No
Library of Congress,Downgrades HTTPS,1,No
Library of Congress,HSTS,0,No
Library of Congress,HSTS All Subdomains,0,No
Library of Congress,HSTS Preload Ready,0,No
Library of Congress,HTTPS Bad Chain,34,No
Library of Congress,HTTPS Bad Hostname,0,No
Library of Congress,Live,42,No
Library of Congress,Redirect,10,No
Library of Congress,Strictly Forces HTTPS,1,No
Library of Congress,Valid HTTPS,3,No
Marine Mammal Commission,Broken Root,0,No
Marine Mammal Commission,Broken WWW,0,No
Marine Mammal Commission,Defaults to HTTPS,0,No
Marine Mammal Commission,Downgrades HTTPS,0,No
Marine Mammal Commission,HSTS,0,No
Marine Mammal Commission,HSTS All Subdomains,0,No
Marine Mammal Commission,HSTS Preload Ready,0,No
Marine Mammal Commission,HTTPS Bad Chain,0,No
Marine Mammal Commission,HTTPS Bad Hostname,0,No
Marine Mammal Commission,Live,1,No
Marine Mammal Commission,Redirect,0,No
Marine Mammal Commission,Strictly Forces HTTPS,0,No
Marine Mammal Commission,Valid HTTPS,0,No
Medicaid and CHIP Payment and Access Commission,Broken Root,0,No
Medicaid and CHIP Payment and Access Commission,Broken WWW,0,No
Medicaid and CHIP Payment and Access Commission,Defaults to HTTPS,1,No
Medicaid and CHIP Payment and Access Commission,Downgrades HTTPS,0,No
Medicaid and CHIP Payment and Access Commission,HSTS,0,No
Medicaid and CHIP Payment and Access Commission,HSTS All Subdomains,0,No
Medicaid and CHIP Payment and Access Commission,HSTS Preload Ready,0,No
Medicaid and CHIP Payment and Access Commission,HTTPS Bad Chain,0,No
Medicaid and CHIP Payment and Access Commission,HTTPS Bad Hostname,0,No
Medicaid and CHIP Payment and Access Commission,Live,1,No
Medicaid and CHIP Payment and Access Commission,Redirect,0,No
Medicaid and CHIP Payment and Access Commission,Strictly Forces HTTPS,1,No
Medicaid and CHIP Payment and Access Commission,Valid HTTPS,1,No
Medical Payment Advisory Commission,Broken Root,0,No
Medical Payment Advisory Commission,Broken WWW,0,No
Medical Payment Advisory Commission,Defaults to HTTPS,0,No
Medical Payment Advisory Commission,Downgrades HTTPS,0,No
Medical Payment Advisory Commission,HSTS,0,No
Medical Payment Advisory Commission,HSTS All Subdomains,0,No
Medical Payment Advisory Commission,HSTS Preload Ready,0,No
Medical Payment Advisory Commission,HTTPS Bad Chain,0,No
Medical Payment Advisory Commission,HTTPS Bad Hostname,0,No
Medical Payment Advisory Commission,Live,1,No
Medical Payment Advisory Commission,Redirect,0,No
Medical Payment Advisory Commission,Strictly Forces HTTPS,0,No
Medical Payment Advisory Commission,Valid HTTPS,0,No
Merit Systems Protection Board,Broken Root,0,No
Merit Systems Protection Board,Broken WWW,0,No
Merit Systems Protection Board,Defaults to HTTPS,0,No
Merit Systems Protection Board,Downgrades HTTPS,0,No
Merit Systems Protection Board,HSTS,0,No
Merit Systems Protection Board,HSTS All Subdomains,0,No
Merit Systems Protection Board,HSTS Preload Ready,0,No
Merit Systems Protection Board,HTTPS Bad Chain,0,No
Merit Systems Protection Board,HTTPS Bad Hostname,0,No
Merit Systems Protection Board,Live,1,No
Merit Systems Protection Board,Redirect,0,No
Merit Systems Protection Board,Strictly Forces HTTPS,0,No
Merit Systems Protection Board,Valid HTTPS,0,No
Millennium Challenge Corporation,Broken Root,0,No
Millennium Challenge Corporation,Broken WWW,0,No
Millennium Challenge Corporation,Defaults to HTTPS,1,No
Millennium Challenge Corporation,Downgrades HTTPS,0,No
Millennium Challenge Corporation,HSTS,0,No
Millennium Challenge Corporation,HSTS All Subdomains,0,No
Millennium Challenge Corporation,HSTS Preload Ready,0,No
Millennium Challenge Corporation,HTTPS Bad Chain,0,No
Millennium Challenge Corporation,HTTPS Bad Hostname,0,No
Millennium Challenge Corporation,Live,1,No
Millennium Challenge Corporation,Redirect,0,No
Millennium Challenge Corporation,Strictly Forces HTTPS,1,No
Millennium Challenge Corporation,Valid HTTPS,1,No
Morris K. Udall Foundation,Broken Root,0,No
Morris K. Udall Foundation,Broken WWW,0,No
Morris K. Udall Foundation,Defaults to HTTPS,0,No
Morris K. Udall Foundation,Downgrades HTTPS,0,No
Morris K. Udall Foundation,HSTS,0,No
Morris K. Udall Foundation,HSTS All Subdomains,0,No
Morris K. Udall Foundation,HSTS Preload Ready,0,No
Morris K. Udall Foundation,HTTPS Bad Chain,0,No
Morris K. Udall Foundation,HTTPS Bad Hostname,0,No
Morris K. Udall Foundation,Live,2,No
Morris K. Udall Foundation,Redirect,1,No
Morris K. Udall Foundation,Strictly Forces HTTPS,0,No
Morris K. Udall Foundation,Valid HTTPS,2,No
Multistate Tax Commission,Broken Root,1,No
Multistate Tax Commission,Broken WWW,0,No
Multistate Tax Commission,Defaults to HTTPS,0,No
Multistate Tax Commission,Downgrades HTTPS,0,No
Multistate Tax Commission,HSTS,0,No
Multistate Tax Commission,HSTS All Subdomains,0,No
Multistate Tax Commission,HSTS Preload Ready,0,No
Multistate Tax Commission,HTTPS Bad Chain,0,No
Multistate Tax Commission,HTTPS Bad Hostname,0,No
Multistate Tax Commission,Live,1,No
Multistate Tax Commission,Redirect,0,No
Multistate Tax Commission,Strictly Forces HTTPS,0,No
Multistate Tax Commission,Valid HTTPS,0,No
National Aeronautics and Space Administration,Broken Root,1,No
National Aeronautics and Space Administration,Broken WWW,0,No
National Aeronautics and Space Administration,Defaults to HTTPS,0,No
National Aeronautics and Space Administration,Downgrades HTTPS,0,No
National Aeronautics and Space Administration,HSTS,0,No
National Aeronautics and Space Administration,HSTS All Subdomains,0,No
National Aeronautics and Space Administration,HSTS Preload Ready,0,No
National Aeronautics and Space Administration,HTTPS Bad Chain,1,No
National Aeronautics and Space Administration,HTTPS Bad Hostname,0,No
National Aeronautics and Space Administration,Live,5,No
National Aeronautics and Space Administration,Redirect,2,No
National Aeronautics and Space Administration,Strictly Forces HTTPS,0,No
National Aeronautics and Space Administration,Valid HTTPS,2,No
National Archives and Records Administration,Broken Root,10,No
National Archives and Records Administration,Broken WWW,10,No
National Archives and Records Administration,Defaults to HTTPS,0,No
National Archives and Records Administration,Downgrades HTTPS,0,No
National Archives and Records Administration,HSTS,0,No
National Archives and Records Administration,HSTS All Subdomains,0,No
National Archives and Records Administration,HSTS Preload Ready,0,No
National Archives and Records Administration,HTTPS Bad Chain,0,No
National Archives and Records Administration,HTTPS Bad Hostname,0,No
National Archives and Records Administration,Live,10,No
National Archives and Records Administration,Redirect,4,No
National Archives and Records Administration,Strictly Forces HTTPS,0,No
National Archives and Records Administration,Valid HTTPS,0,No
National Capital Planning Commission,Broken Root,1,No
National Capital Planning Commission,Broken WWW,1,No
National Capital Planning Commission,Defaults to HTTPS,0,No
National Capital Planning Commission,Downgrades HTTPS,0,No
National Capital Planning Commission,HSTS,0,No
National Capital Planning Commission,HSTS All Subdomains,0,No
National Capital Planning Commission,HSTS Preload Ready,0,No
National Capital Planning Commission,HTTPS Bad Chain,0,No
National Capital Planning Commission,HTTPS Bad Hostname,0,No
National Capital Planning Commission,Live,0,No
National Capital Planning Commission,Redirect,0,No
National Capital Planning Commission,Strictly Forces HTTPS,0,No
National Capital Planning Commission,Valid HTTPS,0,No
National Council on Disability,Broken Root,1,No
National Council on Disability,Broken WWW,1,No
National Council on Disability,Defaults to HTTPS,0,No
National Council on Disability,Downgrades HTTPS,0,No
National Council on Disability,HSTS,0,No
National Council on Disability,HSTS All Subdomains,0,No
National Council on Disability,HSTS Preload Ready,0,No
National Council on Disability,HTTPS Bad Chain,0,No
National Council on Disability,HTTPS Bad Hostname,0,No
National Council on Disability,Live,0,No
National Council on Disability,Redirect,0,No
National Council on Disability,Strictly Forces HTTPS,0,No
National Council on Disability,Valid HTTPS,0,No
National Credit Union Administration,Broken Root,2,No
National Credit Union Administration,Broken WWW,2,No
National Credit Union Administration,Defaults to HTTPS,0,No
National Credit Union Administration,Downgrades HTTPS,0,No
National Credit Union Administration,HSTS,0,No
National Credit Union Administration,HSTS All Subdomains,0,No
National Credit Union Administration,HSTS Preload Ready,0,No
National Credit Union Administration,HTTPS Bad Chain,0,No
National Credit Union Administration,HTTPS Bad Hostname,0,No
National Credit Union Administration,Live,0,No
National Credit Union Administration,Redirect,0,No
National Credit Union Administration,Strictly Forces HTTPS,0,No
National Credit Union Administration,Valid HTTPS,0,No
National Endowment for the Arts,Broken Root,2,No
National Endowment for the Arts,Broken WWW,2,No
National Endowment for the Arts,Defaults to HTTPS,0,No
National Endowment for the Arts,Downgrades HTTPS,0,No
National Endowment for the Arts,HSTS,0,No
National Endowment for the Arts,HSTS All Subdomains,0,No
National Endowment for the Arts,HSTS Preload Ready,0,No
National Endowment for the Arts,HTTPS Bad Chain,0,No
National Endowment for the Arts,HTTPS Bad Hostname,0,No
National Endowment for the Arts,Live,0,No
National Endowment for the Arts,Redirect,0,No
National Endowment for the Arts,Strictly Forces HTTPS,0,No
National Endowment for the Arts,Valid HTTPS,0,No
National Endowment for the Humanities,Broken Root,4,No
National Endowment for the Humanities,Broken WWW,4,No
National Endowment for the Humanities,Defaults to HTTPS,0,No
National Endowment for the Humanities,Downgrades HTTPS,0,No
National Endowment for the Humanities,HSTS,0,No
National Endowment for the Humanities,HSTS All Subdomains,0,No
National Endowment for the Humanities,HSTS Preload Ready,0,No
